                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     15,                0.98255,                 1.1398,                 1.1685,                 0.2931,                0.54169,                 0.3037,                0.15818,                  1.998,                   15.3,                 2.0118,             0.00097802,             0.00097802,             0.00097802
                     16,                 1.0279,                  1.198,                 1.1773,                0.05215,                0.43569,                0.13964,                0.05774,                 2.2277,                 11.107,                 1.9414,              0.0010216,              0.0010216,              0.0010216
                     17,                0.92848,                  1.079,                 1.1198,                0.31502,                0.52489,                0.39236,                0.28868,                 1.7988,                 3.8581,                 1.6631,              0.0010517,              0.0010517,              0.0010517
                     18,                 1.0192,                 1.0863,                  1.156,                0.30977,                 0.7121,                0.29685,                0.18858,                 1.5363,                 4.5698,                  1.499,              0.0010517,              0.0010517,              0.0010517
                     19,                 1.0711,                 1.1581,                 1.1966,                0.41425,                0.63437,                0.38579,                0.24129,                  1.529,                 3.9691,                 1.5398,              0.0010282,              0.0010282,              0.0010282
                     20,                0.99992,                 1.0952,                 1.1589,                0.34398,                0.73946,                0.60435,                0.35841,                 1.5948,                 4.4236,                 1.6257,              0.0010046,              0.0010046,              0.0010046
                     21,                 1.0571,                 1.1468,                 1.1966,                0.39345,                0.77185,                0.53963,                0.31297,                 1.3376,                 3.8682,                 1.4511,             0.00098101,             0.00098101,             0.00098101
                     22,                 1.0012,                 1.0347,                 1.1695,                0.72705,                0.71798,                0.70881,                0.49956,                 1.3394,                 3.1755,                 1.3264,             0.00095743,             0.00095743,             0.00095743
                     23,                 1.0063,                0.99284,                 1.1551,                0.65867,                0.67238,                0.70186,                0.49674,                 1.4008,                 3.0297,                 1.3768,             0.00093385,             0.00093385,             0.00093385
                     24,                0.89482,                0.95149,                 1.1104,                0.58245,                0.59118,                0.60265,                0.37339,                 1.4969,                 2.3617,                 1.4768,             0.00091027,             0.00091027,             0.00091027
                     25,                0.94268,                 1.0511,                  1.096,                0.50953,                0.69404,                0.53488,                0.26442,                 1.4777,                 2.7121,                 1.4654,             0.00088669,             0.00088669,             0.00088669
                     26,                0.83117,                0.85098,                 1.0741,                0.51118,                0.66211,                0.61279,                0.27131,                 1.4767,                 2.9943,                 1.3885,             0.00086312,             0.00086312,             0.00086312
                     27,                0.89234,                0.91498,                 1.0763,                0.61348,                0.64331,                0.64908,                0.37786,                 1.2285,                   2.62,                 1.2967,             0.00083954,             0.00083954,             0.00083954
                     28,                0.89303,                0.91668,                 1.0972,                0.52721,                0.65481,                0.55369,                0.35897,                 1.2267,                 2.5917,                 1.3259,             0.00081596,             0.00081596,             0.00081596
                     29,                0.82768,                0.87738,                 1.0846,                0.53664,                0.65827,                 0.5204,                0.33028,                 1.2374,                 2.4993,                 1.3232,             0.00079238,             0.00079238,             0.00079238
                     30,                0.86787,                0.85888,                 1.0656,                0.67066,                0.69222,                0.78339,                0.54007,                 1.2312,                 1.8784,                 1.2889,              0.0007688,              0.0007688,              0.0007688
                     31,                0.87013,                0.84992,                 1.0698,                0.65966,                0.70334,                0.78255,                0.56709,                 1.2325,                 1.6963,                 1.2897,             0.00074522,             0.00074522,             0.00074522
                     32,                0.84679,                0.85609,                 1.0511,                0.66045,                0.65267,                0.73768,                0.51154,                 1.2805,                 1.9524,                 1.3415,             0.00072164,             0.00072164,             0.00072164
                     33,                0.82539,                0.87757,                 1.0867,                0.66694,                0.73976,                0.73704,                 0.5768,                 1.2343,                 1.9892,                 1.3424,             0.00069807,             0.00069807,             0.00069807
                     34,                0.82322,                0.89351,                 1.0684,                0.60603,                0.71418,                0.75281,                0.53391,                 1.1701,                 1.6788,                 1.3096,             0.00067449,             0.00067449,             0.00067449
                     35,                0.79391,                0.83811,                 1.0696,                0.70445,                0.66343,                0.77187,                0.55395,                 1.2105,                 1.5077,                 1.3013,             0.00065091,             0.00065091,             0.00065091
                     36,                0.81841,                0.86981,                 1.0699,                0.27834,                0.79511,                0.31455,                0.23018,                 1.1923,                 4.0515,                 1.2664,             0.00062733,             0.00062733,             0.00062733
                     37,                0.76911,                0.79272,                 1.0457,                0.26337,                0.74757,                 0.2546,                0.17403,                 1.1418,                 9.2087,                 1.2664,             0.00060375,             0.00060375,             0.00060375
                     38,                 0.7677,                0.78642,                 1.0294,                0.71247,                0.80131,                0.77212,                0.62142,                 1.1014,                 1.2737,                 1.1997,             0.00058017,             0.00058017,             0.00058017
                     39,                0.83071,                0.76986,                 1.0704,                 0.7607,                0.79617,                 0.7867,                0.65432,                 1.1114,                 1.2624,                 1.1879,              0.0005566,              0.0005566,              0.0005566
                     40,                0.77272,                0.71933,                 1.0301,                0.75225,                0.82617,                0.78778,                0.62576,                 1.1068,                 1.2328,                 1.1591,             0.00053302,             0.00053302,             0.00053302
                     41,                0.73726,                0.70389,                 1.0218,                0.78541,                0.80513,                0.81736,                 0.6658,                  1.094,                 1.1638,                 1.1735,             0.00050944,             0.00050944,             0.00050944
                     42,                  0.737,                0.68168,                 1.0194,                0.79513,                0.79602,                  0.821,                0.68385,                 1.0928,                 1.1291,                 1.1542,             0.00048586,             0.00048586,             0.00048586
                     43,                0.73004,                0.68253,                  1.022,                0.78964,                0.78701,                0.80745,                0.67216,                 1.1166,                 1.1711,                  1.173,             0.00046228,             0.00046228,             0.00046228
                     44,                0.71866,                0.67511,                 1.0065,                 0.7187,                0.81281,                    0.8,                0.65731,                 1.1331,                 1.2139,                 1.1665,              0.0004387,              0.0004387,              0.0004387
                     45,                0.70743,                0.66081,                 1.0169,                0.73636,                0.82369,                0.80643,                0.67665,                 1.1084,                 1.1995,                 1.1735,             0.00041512,             0.00041512,             0.00041512
                     46,                0.71553,                 0.6664,                 1.0459,                0.73113,                0.82635,                0.82902,                0.68675,                 1.0117,                 1.1798,                 1.1498,             0.00039155,             0.00039155,             0.00039155
                     47,                0.67468,                0.63981,                 1.0089,                 0.7365,                 0.8162,                0.83395,                0.69697,                 1.0007,                 1.1221,                  1.144,             0.00036797,             0.00036797,             0.00036797
                     48,                  0.682,                0.66477,                 1.0296,                0.81374,                 0.8063,                0.84243,                0.72592,                0.97104,                 1.0409,                 1.1414,             0.00034439,             0.00034439,             0.00034439
                     49,                0.68826,                0.63665,                 1.0047,                0.77117,                0.87285,                0.84489,                0.73589,                  1.008,                0.98915,                 1.1637,             0.00032081,             0.00032081,             0.00032081
                     50,                 0.6647,                0.62475,                 1.0054,                0.76787,                0.84992,                0.83659,                0.71053,                 1.0551,                 0.9983,                 1.1898,             0.00029723,             0.00029723,             0.00029723
                     51,                0.72739,                0.66139,                 1.0478,                0.76052,                0.88022,                 0.8482,                0.71588,                 1.0562,                0.99381,                 1.1789,             0.00027365,             0.00027365,             0.00027365
                     52,                0.68993,                  0.599,                 1.0393,                0.77056,                0.84571,                0.84898,                0.71047,                 1.0407,                0.98888,                 1.1643,             0.00025007,             0.00025007,             0.00025007
                     53,                0.70037,                0.59946,                0.99711,                0.78251,                0.84975,                0.84108,                0.70963,                 1.0333,                0.99552,                 1.1701,              0.0002265,              0.0002265,              0.0002265
                     54,                 0.6514,                 0.5906,                  1.012,                0.80676,                0.82084,                0.83873,                0.70484,                 1.0147,                 1.0116,                 1.1585,             0.00020292,             0.00020292,             0.00020292
                     55,                0.67643,                  0.557,                 1.0085,                0.77045,                0.83698,                0.84338,                 0.7106,                 1.0355,                 1.0236,                 1.1781,             0.00017934,             0.00017934,             0.00017934
                     56,                0.68085,                0.60443,                 1.0545,                0.80914,                0.79978,                0.84906,                0.72463,                0.99954,                0.98938,                  1.132,             0.00015576,             0.00015576,             0.00015576
                     57,                0.66582,                0.56915,                 1.0268,                0.79813,                0.80094,                0.85312,                0.72765,                0.98796,                0.99063,                   1.12,             0.00013218,             0.00013218,             0.00013218
                     58,                 0.6402,                 0.5622,                 1.0225,                0.79048,                0.81871,                0.85038,                0.72579,                0.99227,                0.97446,                 1.1098,              0.0001086,              0.0001086,              0.0001086
                     59,                0.62987,                0.50786,                0.98042,                0.79659,                0.82089,                0.84983,                  0.729,                0.98392,                0.96855,                 1.0997,             8.5026e-05,             8.5026e-05,             8.5026e-05
                     60,                0.65116,                0.49992,                 1.0147,                0.79603,                0.81901,                0.85047,                0.73035,                0.96637,                0.94271,                 1.0914,             6.1447e-05,             6.1447e-05,             6.1447e-05
